,name,city,Check_in_date,Check_out_date,pool,gym,spa,free_parking,bathtub,restuarant,Airport_transfer,Bar,Kitchen,Connecting_rooms_available,Internet_access,Pet_friendly,No of Nights,City Center,price
4240,R Hotel - Manapakkam,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,1.6,7200
4241,Crowne Plaza Chennai Adyar Park,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,8.3,23063
4242,Hotel SMA Grand Inn,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,11400
4243,GRAND OLIVER,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,9600
4244,Kolam Serviced Apartments - Alwarpet,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.1,13388
4246,"Abu Sarovar Portico, Chennai - Kilpauk",Chennai,2021-02-12,2021-02-18,no,no,yes,yes,no,yes,no,no,no,no,yes,no,6,10.0,16794
4247,E Hotel,Chennai,2021-02-12,2021-02-18,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,10.0,18298
4248,The Pride Hotel Chennai,Chennai,2021-02-12,2021-02-18,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,6,9.8,11573
4249,Turyaa Chennai- OMR IT Expressway,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,11.0,14210
4250,Lemon Tree Hotel Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,6.0,16795
4251,Zone by the Park ORR Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,9.5,10113
4252,Grand Chennai by GRT Hotels,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,7.8,18800
4253,S4 Residency,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,10.0,5400
4254,ULO Yali Service Apartment,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,11.0,9900
4255,Holiday Inn Express Chennai OMR Thoraipakkam,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,6,13.0,7730
4256,Ramada by Wyndham Chennai Egmore,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,11.0,25494
4257,The Belstead Chennai (Near US Consulate),Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,yes,no,no,no,no,6,8.6,18131
4258,Raaj Residency,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.8,7677
4259,ibis Chennai City Centre Hotel,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,9.6,13919
4260,Vivanta Chennai IT Expressway,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,6,15.0,12540
4261,V7 Hotel,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,3.1,19380
4262,Novotel Chennai Chamiers Road Hotel,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,6,7.6,16233
4263,The Accord Metropolitan,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,7.7,18528
4264,The Leela Palace Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,11.0,45126
4265,Olive Serviced Apartments,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,yes,no,no,no,6,10.0,8610
4266,OYO 5890 Eben Service apartments,Chennai,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,15.0,7783
4267,ibis Chennai OMR Hotel,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,15.0,11044
4268,Value Hotel,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.3,6696
4269,Hanu Reddy Residences Wallace Garden,Chennai,2021-02-12,2021-02-18,no,no,no,no,no,yes,yes,no,no,no,no,no,6,9.2,21000
4270,The K11 Hotels,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,no,no,yes,no,no,6,6.4,10200
4271,Hotel Sakthi Priya,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,yes,no,6,11.0,7200
4272,Rithikha Inn Crest,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,4.4,9000
4273,Green Park Hotel,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,4.5,22200
4274,Hotel Saravanaa,Chennai,2021-02-12,2021-02-18,no,yes,yes,yes,no,no,no,no,no,no,no,no,6,5.6,6600
4275,Accord Chrome,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,yes,no,no,6,9.3,17752
4276,REGENTA CENTRAL RS - CHENNAI,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,22.0,19848
4277,The Park Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.7,21420
4278,Radisson Blu Hotel Chennai City Centre,Chennai,2021-02-12,2021-02-18,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,6,9.9,28286
4279,Rentostay Hotel,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,6.0,7714
4280,Park Avenue Hotel,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,8.5,13500
4281,OYO 65719 Sree Ganesh Mahal,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.6,27159
4282,S Hotels Chennai,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,7.1,11875
4283,Hotel Sai Krish Grand,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,yes,no,no,no,no,6,7.6,12000
4284,"The Elite Grand, Chennai",Chennai,2021-02-12,2021-02-18,no,no,yes,yes,no,yes,yes,yes,no,no,yes,no,6,19.0,36000
4285,Raj Palace,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,yes,yes,no,no,no,no,6,7.2,18000
4286,"Trident, Chennai",Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,4.2,24500
4287,Hotel Aadithya by TGI,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,yes,no,no,no,no,6,4.6,32400
4288,Pebbles,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,7.6,15120
4289,Syening Associates Near Sipcot IT Park,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,21.0,7310
4290,Ramada Plaza by Wyndham Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,6,5.9,21275
4291,OYO 46738 Egmore Shelters,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,11.0,25777
4292,Hotel Apple Residency,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,10195
4293,Hyatt Regency Chennai,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,8.2,23707
4294,Sri Sai Park,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,12.0,7800
4295,Saibala Inn,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,no,no,no,yes,yes,6,6.9,9600
4296,Happy Planet,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,8.6,13795
4297,Hotel Adithya,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,no,no,no,no,no,no,6,12.0,4554
4298,ibis Chennai SIPCOT Hotel,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,6,23.0,9358
4299,Kalyan Hometel Vandalur,Chennai,2021-02-12,2021-02-18,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,6,18.0,14394
4300,Gemini Inn,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,no,yes,no,no,no,no,no,6,8.5,8700
4301,Taj Connemara,Chennai,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,6,10.0,36975
4302,YWCA International Guest House,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,11.0,9094
4303,Orchid Sankrish Serviced Apartment,Chennai,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,yes,no,yes,no,6,11.0,9294
4304,"ITC Sonar, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,4.7,7998
4305,Novotel Kolkata Hotel & Residences Hotel,Kolkata,2021-02-12,2021-02-14,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,2,10.0,6080
4306,"The Oberoi Grand, Kolkata",Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,1.4,14000
4307,The Water View Residency,Kolkata,2021-02-12,2021-02-14,yes,no,no,yes,no,no,no,no,no,no,no,no,2,11.0,3572
4308,Fairfield by Marriott Kolkata,Kolkata,2021-02-12,2021-02-14,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,2,11.0,6650
4309,JW Marriott Hotel Kolkata,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,2,4.7,10250
4310,The Fern Residency Kolkata,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,yes,no,no,no,no,no,2,11.0,7278
4311,OYO 22232 Hotel Continental & Lodge,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,11.0,3136
4312,Vivanta Kolkata EM Bypass,Kolkata,2021-02-12,2021-02-14,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,7.6,6700
4313,Hotel Gardenia,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,5.9,3874
4314,OYO 71148 Meera Guest House,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,no,no,no,yes,no,no,no,2,6.6,5039
4315,Taj Bengal,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.6,13000
4316,Celesta Kolkata,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,yes,yes,no,no,no,no,2,8.6,3967
4317,Capital O 50001 Krish Residency,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,9.8,6676
4318,"ITC Royal Bengal, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.6,14200
4319,LBD Resorts & Hotels,Kolkata,2021-02-12,2021-02-14,yes,no,no,yes,no,yes,no,no,no,no,no,no,2,6.3,7200
4320,OYO 49454 Alankar Guesthouse,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,yes,no,no,no,2,12.0,6198
4321,OYO 63219 Amtala Guest House,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,24.0,7546
4322,Hotel Gulshan International,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,yes,no,no,no,no,2,2.0,3200
4323,SPOT ON 49450 Silver Woods,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,yes,no,no,no,no,no,no,no,2,17.0,3022
4324,LYNQ AERO,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,yes,no,no,no,no,2,7.5,6999
4325,Hotel Coco Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,yes,no,no,no,no,no,no,2,9.3,3600
4326,The Elgin Fairlawn Kolkata,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,1.5,8000
4327,OYO 37683 Second Home,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,7.2,10259
4328,The Residency,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,5.8,6668
4329,Hotel Royale,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,11.0,2970
4330,Altair,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,6.9,9200
4331,Hyatt Regency Kolkata,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,4.5,9010
4332,OYO Rooms 044 Salt Lake Sector 3,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,no,no,no,yes,no,no,no,2,5.9,18878
4333,Shila International,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,yes,no,no,no,no,2,3.2,3214
4334,OYO Townhouse 120 The Axis,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,10.0,18540
4335,The Park Kolkata,Kolkata,2021-02-12,2021-02-14,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,2,2.0,10000
4336,Simi International - The Imperial,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,yes,no,no,no,no,no,no,2,6.4,8200
4337,FabHotel NS International,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,1.2,6491
4338,Tatvam Residency,Kolkata,2021-02-12,2021-02-14,yes,no,no,yes,no,no,no,no,no,yes,yes,no,2,6.0,5298
4339,Hotel Crest Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,3.7,4138
4340,Hotel O2 VIP,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,yes,yes,yes,no,no,no,no,2,10.0,7398
4341,OYO 28600 Supal,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,yes,no,no,no,2,7.0,18878
4342,OYO 16310 Balaji Inn Ballygunge,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,4.7,18878
4343,Hotel Rushabh Home,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,no,yes,no,no,no,no,no,2,2.5,3800
4344,Howard Johnson by Wyndham Kolkata,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,2,10.0,6163
4345,OYO 16703 Hotel The Platinum,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,4.5,4623
4346,Aster Guest House,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,2.9,4398
4347,Vedic Village Spa Resort,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,18.0,22185
4348,ibis Kolkata Rajarhat Hotel,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,2,10.0,4600
4349,OYO 16058 Classic Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,15.0,4956
4350,Golden Tulip Salt Lake City Kolkata,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,2,5.6,11700
4351,OYO 35873 Durbar Guest House,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,12.0,3033
4352,Hotel Park Victoria,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,no,no,no,no,no,no,no,2,1.9,2998
4353,Hotel Heera,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,1.0,5412
4354,The Sonnet,Kolkata,2021-02-12,2021-02-14,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,5.7,8738
4355,OYO 16209 Hotel Ambar Palace,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,0.9,5497
4356,Marble Palace Guest House,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,6.4,100000
4357,Jo Rooms,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,6.3,2432
4358,Hotel Echo Palace,Kolkata,2021-02-12,2021-02-14,no,no,yes,yes,no,yes,no,no,no,no,no,no,2,13.0,100000
4359,Park Palace Hotel,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,no,no,no,no,no,no,no,2,5.2,5198
4360,"Kenilworth Hotel, Kolkata",Kolkata,2021-02-12,2021-02-14,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,2,2.9,10700
4361,The HHI Kolkata,Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,3.3,8818
4362,Capital O 1481 Hotel Heritage,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,yes,yes,no,no,no,no,no,no,2,9.3,3927
4363,Treebo Trend Globe International,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,5.4,5008
4364,Hotel Best Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,yes,yes,no,no,no,no,no,2,1.1,3500
4365,Hotel Esteem,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,yes,no,no,2,4.1,3929
4366,Visitel -A Boutique Hotel.,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,no,no,no,no,no,no,2,4.3,5400
4367,Aauris,Kolkata,2021-02-12,2021-02-14,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,2,2.7,8000
4368,OYO 13600 Newcastle Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,no,yes,yes,no,no,yes,no,no,no,2,9.8,22276
4369,Marrina Hotel,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,yes,no,no,no,no,no,no,2,2.6,4800
4370,Hotel Jaypee Inn,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,yes,no,no,no,no,no,2,12.0,2400
4371,"Pride Plaza Hotel, Kolkata",Kolkata,2021-02-12,2021-02-14,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,2,11.0,6664
4372,Bh Boutique Hotel,Kolkata,2021-02-12,2021-02-14,no,no,no,yes,no,no,no,no,no,no,no,no,2,11.0,2758
4373,The Peerless Inn - Kolkata,Kolkata,2021-02-12,2021-02-14,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,2,1.3,10080
4374,Comfort Inn Kings Crown,Kolkata,2021-02-12,2021-02-14,no,no,no,no,no,yes,no,yes,no,no,no,no,2,8.4,4156
4375,Hotel Gardenia,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,no,no,no,no,no,4,5.9,8216
4376,Novotel Kolkata Hotel & Residences Hotel,Kolkata,2021-02-12,2021-02-16,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,4,10.0,12160
4377,"ITC Sonar, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,4,4.7,24400
4378,The Water View Residency,Kolkata,2021-02-12,2021-02-16,yes,no,no,yes,no,no,no,no,no,no,no,no,4,11.0,7144
4379,SPOT ON 49450 Silver Woods,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,yes,no,no,no,no,no,no,no,4,17.0,6431
4380,Fairfield by Marriott Kolkata,Kolkata,2021-02-12,2021-02-16,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,4,11.0,16250
4381,"ITC Royal Bengal, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,4.6,33600
4382,"The Oberoi Grand, Kolkata",Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,1.4,28000
4383,OYO 22232 Hotel Continental & Lodge,Kolkata,2021-02-12,2021-02-16,no,no,no,no,yes,no,no,no,no,no,no,no,4,11.0,7621
4384,OYO 63219 Amtala Guest House,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,24.0,14842
4385,OYO 71148 Meera Guest House,Kolkata,2021-02-12,2021-02-16,no,no,no,no,no,no,no,no,yes,no,no,no,4,6.6,9976
4386,The Fern Residency Kolkata,Kolkata,2021-02-12,2021-02-16,no,yes,no,yes,no,yes,yes,no,no,no,no,no,4,11.0,15000
4387,OYO 49454 Alankar Guesthouse,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,yes,no,no,no,4,12.0,12754
4388,Vivanta Kolkata EM Bypass,Kolkata,2021-02-12,2021-02-16,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,7.6,16605
4389,Taj Bengal,Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,4.6,25000
4390,JW Marriott Hotel Kolkata,Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,4,4.7,66650
4391,OYO 37683 Second Home,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,7.2,20517
4392,LYNQ AERO,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,yes,no,no,no,no,4,7.5,13997
4393,The Elgin Fairlawn Kolkata,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,no,no,no,no,no,4,1.5,18000
4394,Celesta Kolkata,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,yes,yes,no,no,no,no,4,8.6,9213
4395,Hotel Gulshan International,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,yes,no,no,no,no,4,2.0,6400
4396,OYO 16058 Classic Inn,Kolkata,2021-02-12,2021-02-16,no,no,no,no,yes,no,no,no,no,no,no,no,4,15.0,10455
4397,Hyatt Regency Kolkata,Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,4.5,23250
4398,Hotel Coco Inn,Kolkata,2021-02-12,2021-02-16,no,no,no,no,no,yes,no,no,no,no,no,no,4,9.3,7200
4399,OYO 16310 Balaji Inn Ballygunge,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,4.7,37755
4400,The Residency,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,5.8,13336
4401,OYO Townhouse 120 The Axis,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,10.0,37079
4402,Hotel Royale,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,11.0,5940
4403,OYO 28600 Supal,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,yes,no,no,no,4,7.0,37755
4404,Hotel Heera,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,1.0,10824
4405,OYO Rooms 044 Salt Lake Sector 3,Kolkata,2021-02-12,2021-02-16,no,no,no,no,no,no,no,no,yes,no,no,no,4,5.9,37755
4406,OYO 16703 Hotel The Platinum,Kolkata,2021-02-12,2021-02-16,no,no,no,no,yes,no,no,no,no,no,no,no,4,4.5,9882
4407,FabHotel NS International,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,no,no,no,no,no,no,no,4,1.2,12983
4408,The Park Kolkata,Kolkata,2021-02-12,2021-02-16,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,4,2.0,20000
4409,Hotel Park Victoria,Kolkata,2021-02-12,2021-02-16,no,no,no,no,no,no,no,no,no,no,no,no,4,1.9,5996
4410,Aster Guest House,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,no,no,no,no,no,4,2.9,8796
4411,Tatvam Residency,Kolkata,2021-02-12,2021-02-16,yes,no,no,yes,no,no,no,no,no,yes,yes,no,4,6.0,10596
4412,Vedic Village Spa Resort,Kolkata,2021-02-12,2021-02-16,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,4,18.0,33524
4413,Hotel O2 VIP,Kolkata,2021-02-12,2021-02-16,no,no,no,no,no,yes,yes,yes,no,no,no,no,4,10.0,14796
4414,Hotel Crest Inn,Kolkata,2021-02-12,2021-02-16,no,no,no,yes,no,yes,no,no,no,no,no,no,4,3.7,8506
4415,OYO 35873 Durbar Guest House,Kolkata,2021-02-12,2021-02-16,no,no,no,no,yes,no,no,no,no,no,no,no,4,12.0,6413
4416,Golden Tulip Salt Lake City Kolkata,Kolkata,2021-02-12,2021-02-16,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,4,5.6,23400
4417,Howard Johnson by Wyndham Kolkata,Kolkata,2021-02-12,2021-02-16,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,4,10.0,12698
4418,OYO 16209 Hotel Ambar Palace,Kolkata,2021-02-12,2021-02-16,no,no,no,no,yes,no,no,no,no,no,no,no,4,0.9,11189
4419,The Sonnet,Kolkata,2021-02-12,2021-02-16,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,4,5.7,17046
4420,ibis Kolkata Rajarhat Hotel,Kolkata,2021-02-12,2021-02-16,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,4,10.0,9200
4421,Novotel Kolkata Hotel & Residences Hotel,Kolkata,2021-02-12,2021-02-18,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,6,10.0,18240
4422,"ITC Sonar, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,6,4.7,36600
4423,The Water View Residency,Kolkata,2021-02-12,2021-02-18,yes,no,no,yes,no,no,no,no,no,no,no,no,6,11.0,10716
4424,Hotel Gardenia,Kolkata,2021-02-12,2021-02-18,no,no,no,yes,no,yes,no,no,no,no,no,no,6,5.9,12578
4425,Fairfield by Marriott Kolkata,Kolkata,2021-02-12,2021-02-18,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,6,11.0,22058
4426,"ITC Royal Bengal, a Luxury Collection Hotel, Kolkata",Kolkata,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,4.6,50200
4427,The Fern Residency Kolkata,Kolkata,2021-02-12,2021-02-18,no,yes,no,yes,no,yes,yes,no,no,no,no,no,6,11.0,23503
4428,SPOT ON 49450 Silver Woods,Kolkata,2021-02-12,2021-02-18,no,no,no,yes,yes,no,no,no,no,no,no,no,6,17.0,8955
4429,OYO 22232 Hotel Continental & Lodge,Kolkata,2021-02-12,2021-02-18,no,no,no,no,yes,no,no,no,no,no,no,no,6,11.0,11282
4430,"The Oberoi Grand, Kolkata",Kolkata,2021-02-12,2021-02-18,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,6,1.4,42000
